cod,economy,region,incomegroup,dbyear,startbuscapital,investorsdisclosure,investorsliability,investorssuitsOld,investorstransparency,investorsrights,investorsownership,investorssuits,investorsProtectingInv,investorsProtectingMinInves,closinglegal,closing_SI_Commencement,closing_SI_ManagementAssets,closing_SI_Reorganization,closing_SI_CreditorParticipate,startbusprocedures,startbustime,startbuscost,startbusproceduresW,startbustimeW,startbuscostW,permitprocedures,permittime,permitcostWhV,permitsLegalindex,permits_SI_Buildregulation,permits_SI_Beforeconstr,permits_SI_Duringconst,permits_SI_Afterconst,permits_SI_Liability,permits_SI_Certifications,electricityprocedures,electricitytime,electricitycost,electricitySAIDISAIFIscore,electricityPriceperkWhUSD,electricitySaidiSaifiPoints,electricitySaidiIndex,electricitySaifiIndex,electricityMinimumOutage,electricityOutagemoniscore,electricityOutagerestoscore,electricityRegulatormoniscore,electricityCompensationscore,electricityTransparencyscore,registerprocedures,registertime,registercost,registerLegalindexGener,registerReliabilityInfrast,registerTransparency,registerCoverage,registerLegalBackground,registerWEBEqualAccess,creditrights,creditrights_new,creditinformation6pnt,creditinformation6pnt5pr,creditinformation8pnt5pr,creditinformationCoverPublic,creditinformationCoverPrivate,tradeprocedures,tradeXtimedocs,tradeMtimedocs,tradeXtimeborder,tradeMtimeborder,tradeXcostdocs,tradeMcostdocs,tradeXcostborder,tradeMcostborder,tradingexportdocs,tradingimportdocs,tradingexportcost,tradingexportcost_def,tradingexporttime,tradingimportcost,tradingimportcost_def,tradingimporttime,contracts_filing_days,contracts_trial_days,contracts_enforcement_days,contracts_attorney_fee,contracts_court_fee,contracts_enforcement_fee,contractsproceduresBunus,contractstime,contractscost,contractsLegalindexGender,contracts_SI_CourtStructureGen,contracts_SI_CaseManagement,contracts_SI_CourtAutomation,contracts_SI_ADR,closingtime_web,closingtime,closingrecovery,closingcostpercentage,closingOutcome,taxesTimeComplyVATrefund,taxesTimeObtainVATrefund,taxesTimeComplyCITaudit,taxesTimeCompleteCITaudit,taxespayments,taxestime,taxestotal,taxesTTRprofit,taxesTTRlabor,taxesTTROther
KHM,Cambodia,East Asia & Pacific,Lower middle income,2004,438.85991625205,,,,,,,,,,0,0,0,0,0,11,95,534.83550791696,11,95,534.83550791696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,401,102.7,,,,,,6,6,10.7996134724133,18,0,,,,,,,,,,
KHM,Cambodia,East Asia & Pacific,Lower middle income,2005,78.7914436214987,,,,,,,,,,0,0,0,0,0,11,95,480.112904007076,11,95,480.112904007076,,,,,,,,,,,,,,,,,,,,,,,,,7,56,4.59093582716124,,,,,,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,44,401,102.7,,,,,,6,6,10.9679887376905,18,0,,,,,,,,,,
KHM,Cambodia,East Asia & Pacific,Lower middle income,2006,80.72790563740919,6,10,4,,,,,20,,0,0,0,0,0,10,87,276.093749998204,10,87,276.093749998204,20,714,1.61730286153985,,,,,,,,,,,,,,,,,,,,,,7,56,4.664375,,,,,,,0,,0,0,,0,0,,,,,,,,,,6,11,736,1091.52496121824,43,816,1210.16897874196,54,,,,,,,44,401,102.7,,,,,,6,6,9.77582399325717,18,0,,,,,39,137,21.53385602754896,19.3992129670365,0,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2007,264.9515898786802,6,10,4,,,,,20,,0,0,0,0,0,10,86,236.465305372471,10,86,236.465305372471,20,652,1.32701003790737,,,,,,,,,,,,,,,,,,,,,,7,56,4.55947368421053,,,,,,,0,,0,0,,0,0,,,,,,,,,,9,10,722,1009.42314682773,37,852,1191.17523697676,45,,,,,,,44,401,102.7,,,,,,6,6,10.2075104620204,18,0,,,,,39,137,21.53385602754896,19.3992129670365,0,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2008,203.0910457157944,6,10,4,,,,,20,,0,0,0,0,0,10,86,190.260077123825,10,86,190.260077123825,20,652,1.07135603891224,,,,,,,,,,,,,,,,,,,,,,7,56,4.44291666666667,,,,,,,0,,0,0,,0,0,,,,,,,,,,9,10,722,964.755684308423,37,852,1138.46515655232,45,,,,,,,44,401,102.7,,,,,,6,6,10.9510140797706,18,0,,,,,39,137,21.53385602754896,19.3992129670365,0,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2009,175.5904129626018,6,10,4,,,,,20,,13,3,4,3,3,11,102,150.644793018515,11,102,150.644793018515,20,652,.92628332598097,,,,,,,,,,,,,,,,,,,,,,7,56,4.3937037037037,,,,,,,8,,0,0,,0,0,,,,,,,,,,9,10,732,918.254062835172,22,872,1093.8764245796,29,,,,,,,44,420,103.4,,,,,,6,6,10.9963480985295,18,0,,,,,39,137,21.53385602754896,19.3992129670365,0,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2010,146.3409219909256,6,10,4,,,,,20,,13,3,4,3,3,11,102,137.356129790376,11,102,137.356129790376,20,652,.77198494873263,,,,,,,,4,194,3854.20740587559,,,,,,,,,,,,7,56,4.35275692787888,,,,,,,8,,0,0,,0,0,,,,,,,,,,9,10,732,818.016934738564,22,872,974.468261054683,29,,,,,,,44,420,103.4,,,,,,6,6,10.9963480985295,18,0,,,,,39,125,22.58727933762239,19.1358571395181,1.31677913759183,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2011,147.9917681129693,6,10,4,,,,,20,,13,3,4,3,3,11,102,127.47991768113,11,102,127.47991768113,20,652,.78069357473794,,,,,,,,4,194,3581.52084866314,,,,,,,,,,,,7,56,4.32707692307692,,,,,,,8,,0,0,,0,0,,,,,,,,,,8,9,732,798.0306522265271,22,872,950.6594654938961,26,,,,,,,44,450,103.4,,,,,,6,6,11.3375330250906,18,0,,,,,39,173,22.58727933762239,19.1358571395181,1.31677913759183,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2012,125.3742904426884,6,10,4,,,,,20,,13,3,4,3,3,11,102,109.016900799164,11,102,109.016900799164,20,652,.69272429826846,,,,,,,,4,194,3062.46156225222,,,,,,,,,,,,7,56,4.27973684210526,,,,,,,8,,0,0,,0,0,,,,,,,,,,8,9,732,773.8808857764499,22,872,921.89089125282,26,63,217,170,95.799999818091,1.00000101235,6.600000412798,44,450,103.4,,,,,,6,6,11.296414258312,18,0,,,,,39,173,22.58727933762239,19.1358571395181,1.31677913759183,2.13464306051246
KHM,Cambodia,East Asia & Pacific,Lower middle income,2013,114.1060103770653,6,10,4,,,,,20,,13,3,4,3,3,11,102,77.68269769763511,11,102,77.68269769763511,20,652,7.30566584089418,,,,,,,,4,194,2801.98217388081,,,,,,,,,,,,7,56,4.25614457831325,,,,,,,8,,3,3,,0,12.1,,,,,,,,,,8,9,755,772.218937876776,22,900,920.5258862107271,26,63,250,170,30,1,6.6,44,483,103.4,,,,,,6,6,11.55177947687,18,0,,,,,40,173,22.58964695932571,19.1352652340923,1.31677913759183,2.13760258764158
KHM,Cambodia,East Asia & Pacific,Lower middle income,2014,110.139031996908,6,10,3,0,0,0,4,19,20,13,3,4,3,3,12,101,129.83384983248,12,101,129.83384983248,20,652,7.05167905836004,,,,,,,,4,179,2636.13514722997,,,,,,,,,,,,7,56,4.40200746678871,,,,,,,8,10,,4,5,0,21.098539087455,,,,,,,,,,8,9,795,802.112330030379,22,930,938.3200841864819,24,63,250,170,95.8,.96523427322498,6.6,44,483,103.4,,,,,,6,6,12.9686002406948,18,0,,,,,40,173,21.02842758187833,19.5255700784542,.54737840838961,.95547909503452
KHM,Cambodia,East Asia & Pacific,Lower middle income,2015,104.258796775605,6,10,,0,0,0,4,,20,13,3,4,3,3,12,101,120.445966899943,12,101,120.445966899943,20,652,6.67519552825731,8,2,1,2,2,0,1,4,179,2495.39399054706,0,.19099507822413,0,130.85,100.99,5,0,1,1,0,1,7,56,4.38054460823096,,,,,,,,10,,,5,0,29.349982922024,9,132,132,48,7.5,100,120,375,240,8,9,795,795,22,930,930,24,63,250,170,95.8,.96523427322498,6.6,44,483,103.4,,,,,,6,6,12.9686002406948,18,0,,,,,40,173,21.02842758187833,19.5255700784542,.54737840838961,.95547909503452
KHM,Cambodia,East Asia & Pacific,Lower middle income,2016,96.4314459322412,6,10,,0,0,0,4,,20,13,3,4,3,3,8,87,59.601861579982,8,87,59.601861579982,20,652,6.05324293978161,8,2,1,2,2,0,1,4,179,2336.14202600124,3,.18690246419141,0,34.22,24.53,5,0,1,1,0,1,7,56,4.35197477765268,7.5,2,.5,0,5,0,,10,,,5,0,36.9912271234366,9,132,132,48,7.5,100,120,375,240,,,,,,,,,63,250,170,95.8,.96523427322498,6.6,,483,103.4,4.5,1,1,0,2.5,6,6,13.2474845310961,18,0,21,63.8809523809524,31,39.4285714285714,40,173,21.02842758187833,19.5255700784542,.54737840838961,.95547909503452
KHM,Cambodia,East Asia & Pacific,Lower middle income,2017,89.8569446375533,6,10,,0,0,0,4,,20,13,3,4,3,3,9,99,55.6761358701786,9,99,55.6761358701786,20,652,5.64054505726081,8,2,1,2,2,0,1,4,179,2172.30637676314,3,.17835255656385,0,24.79,19.88,5,0,1,1,0,1,7,56,4.32797784792707,7.5,2,.5,0,5,0,,10,,,6,0,44.0189029962633,9,132,132,48,7.5,100,120,375,240,,,,,,,,,63,250,170,95.8,.96523427322498,6.6,,483,103.4,4.5,1,1,0,2.5,6,6,13.8964784940093,18,0,21,63.8809523809524,31,39.4285714285714,40,173,21.02842758187833,19.5255700784542,.54737840838961,.95547909503452
KHM,Cambodia,East Asia & Pacific,Lower middle income,2018,82.5184235591242,6,10,,0,0,0,4,,20,13,3,4,3,3,9,99,51.3469310778077,9,99,51.3469310778077,20,652,5.17988774286512,8,2,1,2,2,0,1,4,179,1993.21537214664,3,.17450171030048,0,22.84,18.69,5,0,1,1,0,1,7,56,4.3011922459908,7.5,2,.5,0,5,0,,10,,,6,0,49.888202797109,9,132,132,48,7.5,100,120,375,240,,,,,,,,,63,250,170,95.8,.96523427322498,6.6,,483,103.4,4.5,1,1,0,2.5,6,6,14.1583234660912,18,0,21,63.8809523809524,31,39.4285714285714,40,173,21.71821338106843,19.3531236286566,.54737840838961,1.81771134402221
KHM,Cambodia,East Asia & Pacific,Lower middle income,2019,76.15133994639601,6,10,,0,0,0,4,,20,13,3,4,3,3,9,99,47.425263469133,9,99,47.425263469133,20,652,3.28155161664007,8,2,1,2,2,0,1,4,179,1837.42434862215,3,.18030733515808,0,27.25,18.83,1,0,1,1,0,1,7,55,4.27795239080435,7.5,2,.5,0,5,0,,10,,,6,0,50.3648767741188,9,132,132,48,7.5,100,120,375,240,,,,,,,,,63,250,170,95.8,.96523427322498,6.6,,483,103.4,4.5,1,1,0,2.5,6,6,14.4963149006382,18,0,21,63.8809523809524,31,39.4285714285714,40,173,21.71821338106843,19.3531236286566,.54737840838961,1.81771134402221
KHM,Cambodia,East Asia & Pacific,Lower middle income,2020,70.1928839029944,6,10,,0,0,0,4,,20,13,3,4,3,3,9,99,53.4322612410073,9,99,53.4322612410073,20,652,3.02478684958978,8,2,1,2,2,0,1,4,179,1701.89705946605,3,.181624087099,0,20.78,15.35,1,0,1,1,0,1,7,55,4.25620402624593,7.5,2,.5,0,5,0,,10,,,6,0,52.2276498088004,9,132,132,48,7.5,100,120,375,240,,,,,,,,,63,250,170,95.8,.96523427322498,6.6,,483,103.4,4.5,1,1,0,2.5,6,6,14.6454043836546,18,0,21,63.8809523809524,31,39.4285714285714,40,173,23.14139724288145,18.9973276632034,2.32635823565583,1.81771134402221
KIR,Kiribati,East Asia & Pacific,Lower middle income,2004,27.9159384111845,,,,,,,,,,0,2,0,0,2,6,21,51.6444860606912,6,21,51.6444860606912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,,,,,,
KIR,Kiribati,East Asia & Pacific,Lower middle income,2005,34.5323741007194,,,,,,,,,,0,2,0,0,2,7,31,36.2589928057553,7,31,36.2589928057553,,,,,,,,,,,,,,,,,,,,,,,,,5,513,.04696402877698,,,,,,,6,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,,,,,,
KIR,Kiribati,East Asia & Pacific,Lower middle income,2006,38.3547415109033,6,5,7,,,,,18,,0,2,0,0,2,7,31,40.2724785864485,7,31,40.2724785864485,15,184,26.010578588383,,,,,,,,,,,,,,,,,,,,,,5,513,.05216244845483,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,1550,1723.64710382805,21,1550,1723.64710382805,21,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2007,27.0479002527583,6,5,7,,,,,18,,0,2,0,0,2,7,31,53.8098753159478,7,31,53.8098753159478,15,184,18.4164517257626,,,,,,,,,,,,,,,,,,,,,,5,513,.03678514434375,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,1550,1720.64496433825,21,1550,1720.64496433825,21,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2008,30.6102458614948,6,5,7,,,,,18,,0,2,0,0,2,7,31,58.2628073268684,7,31,58.2628073268684,16,185,20.8090655304143,,,,,,,,,,,,,,,,,,,,,,5,513,.04162993437163,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,1300,1378.06752530874,20,1300,1378.06752530874,21,,,,,,,32,660,25.82,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2009,34.903356149926,6,5,7,,,,,18,,0,2,0,0,2,7,31,63.6291951874075,7,31,63.6291951874075,16,185,23.6924901245363,,,,,,,,,,,,,,,,,,,,,,5,513,.0474685643639,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,820,883.716870047279,20,820,883.716870047279,21,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2010,20.5316533361045,6,5,7,,,,,18,,0,2,0,0,2,7,31,45.6645666701306,7,31,45.6645666701306,16,185,14.0398796466612,,,,,,,,6,97,5029.43380121215,,,,,,,,,,,,5,513,.0279230485371,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,820,829.095174059432,20,820,829.095174059432,21,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,0,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2011,21.7176279967485,6,5,7,,,,,18,,0,2,0,0,2,7,31,47.1470349959357,7,31,47.1470349959357,16,185,14.8364276677361,,,,,,,,6,97,5319.95015408349,,,,,,,,,,,,5,513,.02953597407558,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,820,813.4759230967639,20,820,813.4759230967639,21,,,,,,,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,0,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2012,21.1065925350176,6,5,7,,,,,18,,0,2,0,0,2,7,31,46.383240668772,7,31,46.3832406687719,16,185,14.4260318102192,,,,,,,,6,97,5162.67253406529,,,,,,,,,,,,5,513,.02870496584762,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,870,853.526930246247,20,870,853.526930246247,21,20,100,540,24.293688008055,1.519674662537,0,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,0,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2013,21.2578075985867,6,5,7,,,,,18,,0,2,0,0,2,7,31,46.5722594982334,7,31,46.5722594982334,16,185,14.5275938955148,,,,,,,,6,97,5199.65973861432,,,,,,,,,,,,5,513,.03656342906957,,,,,,,6,,0,0,,0,0,,,,,,,,,,6,6,870,861.155928613143,20,870,861.155928613143,21,20,100,540,24.3,1.5,0,32,660,25.8,,,,,,No Practice,No Practice,0,No Practice,0,,,,,7,120,31.8180605616938,23.3581432110203,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2014,21.653318584641,6,5,7,0,0,0,8,18,19,0,2,0,0,2,7,31,47.0666482308012,7,31,47.0666482308012,16,185,14.7932348941883,,,,,,,,6,97,5296.40172580317,,,,,,,,,,,,5,513,.03724370796558,,,,,,,6,4,,0,0,0,0,,,,,,,,,,6,6,870,874.8792013056819,20,870,874.8792013056819,21,20,100,540,24.3,1.52790816862605,0,32,660,25.8,,,,,,No Practice,0,0,No Practice,No Practice,,,,,7,120,32.7263282893881,24.2664109387146,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2015,19.4966358511963,6,5,,0,0,0,8,,19,0,2,0,0,2,7,31,44.3707948139954,7,31,44.3707948139954,16,185,13.3447205030975,6,1.5,1,1,2,.5,0,6,97,4842.145486731421,0,.56189304523148,0,..,..,N/A,0,0,0,1,0,5,513,.03353421366406,,,,,,,,4,,,0,0,0,5,24,48,72,96,310,120,420,685,6,6,870,870,20,910,910,21,20,100,540,24.3,1.52790816862605,0,32,660,25.8,,,,,,No Practice,0,0,No Practice,No Practice,,,,,7,120,32.7263282893881,24.2664109387146,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2016,20.8140317797887,6,5,,0,0,0,8,,19,0,2,0,0,2,7,31,46.0175397247359,7,31,46.0175397247359,16,185,14.2295363045773,6,1.5,1,1,2,.5,0,6,97,5169.33130476478,0,.5220159170371,0,..,..,N/A,0,0,0,1,0,5,513,.03580013466124,9,2,0,2,6,-1,,4,,,0,0,0,5,24,48,72,96,310,120,420,685,,,,,,,,,20,100,540,24.3,1.52790816862605,0,,660,25.8,6,3,1,.5,1.5,No Practice,0,0,No Practice,No Practice,88,34.6428571428571,81,10.4285714285714,10,156,32.7263282893881,24.2664109387146,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2017,13.0002040002045,6,5,,0,0,0,8,,19,0,2,0,0,2,7,31,36.2502550002556,7,31,36.2502550002556,16,185,8.9814570146973,6,1.5,1,1,2,.5,0,6,97,3228.70466508277,0,.46189724812727,0,..,..,N/A,0,0,0,1,0,5,513,.02236035088035,9,2,0,2,6,-1,,4,,,0,0,0,6,24,48,72,96,310,120,420,685,,,,,,,,,20,100,540,24.3,1.52790816862605,0,,660,25.8,6,3,1,.5,1.5,No Practice,0,0,No Practice,No Practice,88,34.6428571428571,81,10.4285714285714,11,168,32.7263282893881,24.2664109387146,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2018,16.1953806330086,6,5,,0,0,0,8,,19,0,2,0,0,2,7,31,40.2442257912607,7,31,40.2442257912607,16,185,11.1274654483539,6,1.5,1,1,2,.5,0,6,97,4022.25234325274,0,.42399506497216,0,..,..,N/A,0,0,0,1,0,5,513,.02785605468877,9,2,0,2,6,-1,,4,,,0,0,0,6,24,48,72,96,310,120,420,685,,,,,,,,,20,100,540,24.3,1.52790816862605,0,,660,25.8,6,3,1,.5,1.5,No Practice,0,0,No Practice,0,88,34.6428571428571,81,10.4285714285714,11,168,32.7263282893881,24.2664109387146,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2019,12.8687962012786,6,5,,0,0,0,8,,19,0,2,0,0,2,7,31,36.0859952515982,7,31,36.0859952515982,16,185,8.893198280626789,6,1.5,1,1,2,.5,0,6,97,3196.06848695715,0,.3935277878351,0,..,..,N/A,0,0,0,1,0,5,513,.0221343294662,9,2,0,2,6,-1,,4,,,0,0,0,6,24,48,72,96,310,120,420,685,,,,,,,,,20,100,540,24.3,1.52790816862605,0,,660,25.8,6,3,1,.5,1.5,No Practice,0,0,No Practice,0,88,34.6428571428571,81,10.4285714285714,11,168,32.7263282893881,24.2664109387146,8.4599173506735,0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2020,11.9437071467162,6,5,,0,0,0,8,,19,0,2,0,0,2,7,31,34.9296339333953,7,31,34.9296339333953,16,185,8.271871468020491,6,1.5,1,1,2,.5,0,6,97,2966.31521954415,0,.41253564484758,0,..,..,N/A,0,0,0,1,0,5,513,.02054317629235,9,2,0,2,6,-1,,4,,,0,0,0,6,24,48,72,96,310,120,420,685,,,,,,,,,20,100,540,24.3,1.52790816862605,0,,660,25.8,6,3,1,.5,1.5,No Practice,0,0,No Practice,0,88,34.6428571428571,81,10.4285714285714,11,168,32.7263282893881,24.2664109387146,8.4599173506735,0
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2004,0,,,,,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2005,0,,,,,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2006,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,26.8362450193293,7,19,26.8362450193293,12,105,.43177869081379,,,,,,,,,,,,,,,,,,,,,,6,82,13.2986694267526,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,400,512.970458031322,17,2333,2991.90019646769,17,,,,,,,47,578,22.3,,,,,,No Practice,No Practice,0,No Practice,0,,,,,28,172,52.29282117968669,32.8078243475311,11.279889800898,8.20510703125758
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2007,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,24.3668423602059,7,19,24.3668423602059,12,105,.39204751953851,,,,,,,,,,,,,,,,,,,,,,6,82,13.2895901183538,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,400,522.7371037489399,17,2333,3048.86415761569,17,,,,,,,47,578,22.3,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,28,172,52.29282117968669,32.8078243475311,11.279889800898,8.20510703125758
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2008,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,20.7181163063516,7,19,20.7181163063516,12,105,.36199095022625,,,,,,,,,,,,,,,,,,,,,,6,82,13.2827216356628,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,400,466.240678100442,17,2333,2719.34875502083,17,,,,,,,47,578,22.3,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,27,172,52.47616499465808,32.8078243475311,11.279889800898,8.38845084622897
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2009,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,11.9192953939759,7,19,11.9192953939759,12,105,.32703306511258,,,,,,,,,,,,,,,,,,,,,,6,82,13.1532436035745,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,500,546.8084431598089,14,2515,2750.44646909384,14,,,,,,,46,578,22.3,,,,,,No Practice,No Practice,0,No Practice,No Practice,,,,,27,172,52.47616499465808,32.8078243475311,11.279889800898,8.38845084622897
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2010,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,11.3155774727538,7,19,11.3155774727538,12,105,.28890836100648,,,,,,,,4,18,377.305695344285,,,,,,,,,,,,6,82,13.1302866017457,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,500,533.288963691554,14,2515,2682.44348736852,13,,,,,,,46,578,22.3,,,,,,No Practice,No Practice,0,No Practice,0,,,,,27,154.5,52.47616499465808,32.8078243475311,11.279889800898,8.38845084622897
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2011,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,11.3012599937714,7,19,11.3012599937714,12,105,.37467498994911,,,,,,,,4,18,376.828294489044,,,,,,,,,,,,6,82,13.1297421647171,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,500,533.438598550114,14,2515,2683.19615070707,13,,,,,,,46,578,22.3,,,,,,No Practice,No Practice,0,No Practice,0,,,,,27,155,52.47616499465808,32.8078243475311,11.279889800898,8.38845084622897
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2012,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,11.492700729927,7,19,11.492700729927,12,105,.38102189781022,,,,,,,,4,18,383.211678832116,,,,,,,,,,,,6,82,13.1370218978102,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,500,530.845860410896,13,2515,2670.15467786681,12,28,400,150,13.700729927007,5.2,3.399635036496,46,578,22.3,,,,,,No Practice,No Practice,0,No Practice,0,,,,,39,203,52.47616499465808,32.8078243475311,11.279889800898,8.38845084622897
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2013,0,4,8,7,,,,,19,,0,1,0,0,0,7,19,9.12490729715368,7,19,9.12490729715368,12,105,.30252153757474,,,,,,,,4,18,304.260167101028,,,,,,,,,,,,6,82,13.0469840899938,,,,,,,7,,0,0,,0,0,,,,,,,,,,4,7,805,843.5299159718461,13,2615,2740.16239784643,12,28,400,150,18,5.2,3.4,46,578,26.6,,,,,,No Practice,No Practice,0,No Practice,0,,,,,39,203,51.87513206049078,32.2067914133638,11.279889800898,8.38845084622897
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2014,0,4,8,7,2,3,1,8,19,26,0,1,0,0,0,7,18.5,8.71549354034614,7,18.5,8.71549354034614,12,105,.28894808688858,,,,,,,,4,18,290.608708077594,,,,,,,,,,,,6,82,13.0314157060957,,,,,,,6,5,,0,0,0,0,,,,,,,,,,4,7,805,822.2583811622141,13,2615,2671.06294004868,12,28,400,150,18,5.2,3.4,46,578,26.6,,,,,,No Practice,0,0,No Practice,No Practice,,,,,39,203,51.61900744927826,32.3447046655552,11.279889800898,7.99441298282506
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2015,0,4,8,,2,3,1,8,,26,0,2.5,4.5,1,3,7,18.5,8.73067438735208,7,18.5,8.73067438735208,12,105,.55173204289713,7,0,1,2,3,0,1,4,18,291.114897006024,0,.40103024759867,0,..,..,N/A,0,0,0,0,0,6,82,13.0319929735913,,,,,,,,5,,,0,0,0,7,48,33.1428571428571,27,37.1428571428571,100,90,335,310.714285714286,4,7,805,805,13,2615,2615,12,28,400,150,18,5.2,3.4,46,578,26.6,,,,,,No Practice,0,0,No Practice,No Practice,,,,,39,203,49.7460512312075,30.5085952833636,11.2430429650188,7.99441298282506
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2016,0,4,8,,2,3,1,8,,26,0,2.5,4.5,1,3,7,18.5,7.92621654370485,7,18.5,7.92621654370485,12,105,.50089459898294,7,0,1,2,3,0,1,4,18,264.291120066373,0,.3042284230619,0,..,..,N/A,0,0,0,0,0,6,82,13.0014026274403,9,1,1.5,0,6.5,0,,5,,,0,0,0,7,48,33.1428571428571,27,37.1428571428571,100,90,335,310.714285714286,,,,,,,,,28,400,150,18,5.2,3.4,,578,26.6,11.5,4.5,3,1.5,2.5,No Practice,0,0,No Practice,No Practice,10,42.6428571428571,2,0,39,203,49.7460512312075,30.5085952833636,11.2430429650188,7.99441298282506
